street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
MEATH SQUARE,6,4,2,6,6,62,,,,GRAY STREET,,Cearnóg na Mí
MEATH STREET,4,4,1,6,6,333,,,326309,THE COOMBE,THOMAS STREET,Sráid na Mí
MEETING HOUSE SQUARE,7,5,2,,,0,,1995,326310,ESSEX STREET EAST,,
MEETINGHOUSE LANE,4,1,2,7,7,52,,,,MARYS ALLEY,,Lána na Tionóla
MELLOWES AVENUE,6,2,2,1,1,455,,,,KILDONAN ROAD,MELLOWES ROAD,Ascaill Uí Mhaoilíosa
MELLOWES BRIDGE,2,1,1,R01,R01,45,R804,,,QUEEN STREET,BRIDGEFORT STREET,
MELLOWES CRESCENT,6,2,1,1,1,351,,1980,313117,MELLOWES ROAD,,
MELLOWES PARK,6,2,2,1,1,513,,,,KILDONAN ROAD,,Páirc Uí Mhaoilíosa
MELLOWES COURT,6,2,1,,,0,,1980,313117,MELLOWS CRESCENT,,
MELLOWES ROAD,2,2,1,1,1,776,R103,,,NORTH ROAD,,Bóthar Uí Mhaoilíosa
MELROSE AVENUE,6,3,3,15,17,164,,,319812,PHILIPSBURGH AVENUE,,Ascaill Maolros
MELVIN ROAD,6,4,2,12,20,365,,,332813,MOUNT TALLANT AVENUE,CORRIB ROAD,Bóthar Meilbhe
MEMORIAL ROAD,2,4,1,5,13,108,R839,,326311,CON COLBERT ROAD,INCHICORE ROAD,
MEMORIAL ROAD,2,1,1,R13,R13,263,R105,,,STORE STREET,CUSTOM HOUSE QUAY,Bóthar Chuimhneacháin
MERCER STREET LOWER,4,5,1,13,5,149,,,,YORK STREET,SOUTH KING STREET,
MERCER STREET UPPER,4,5,1,13,5,174,,,,CUFFE STREET,YORK STREET,
MERCHANT'S ARCH,7,5,2,9,1,39,,,,WELLINGTON QUAY,TEMPLE BAR,
MERCHANTS QUAY,1,4,1,R09,R09,247,N004,1965,,CHURCH STREET BOUNDARY,WINETAVERN STREET,
MERCHANTS ROAD,6,1,3,16,16,218,,,319823,EAST WALL ROAD,,
MERLYN DRIVE,6,5,2,17,30,200,,,332904,MERLYN ROAD,,Céide Meirlín
MERLYN PARK,6,5,2,17,30,413,,,332904,MERRION ROAD,AILESBURY ROAD,Páirc Meirlín
MERLYN ROAD,6,5,2,17,30,348,,,332904,MERRION ROAD,,Bóthar Meirlín
MERRION CLOSE,7,5,2,13,5,70,,,,MERRION STREET LOWER,,Clós Mhuirfean
MERRION COURT,6,5,2,18,10,48,,,326411,MERRION ROW,,
MERRION PLACE,7,5,2,22,14,80,,,,MERRION STREET UPPER,,Plás Mhuirfean
MERRION ROAD,2,5,2,R07,R18,1680,R118,,326423,SHELBOURNE ROAD,COUNTY BORO BOUNDARY,Bóthar Mhuirfean
MERRION ROAD,2,5,1,R07,R18,1000,R118,,326423,SHELBOURNE ROAD,COUNTY BORO BOUNDARY,Bóthar Mhuirfean
MERRION ROW,1,5,1,R17,R13,118,N011,,326411,SAINT STEPHAENS GREEN UPPER,MERRION STREET UPPER,Rae Mhuirfean
MERRION SQUARE EAST,4,5,1,22,14,180,,,326411,MOUNT STREET LOWER,MOUNT STREET UPPER,
MERRION SQUARE NORTH,2,5,1,R13,R09,364,R118,,326411,MERRION STREET LOWER,MOUNT STREET LOWER,
MERRION SQUARE SOUTH,4,5,1,22,14,322,,,326411,FITZWILLIAM STREET,MERRION STREET UPPER,
MERRION SQUARE WEST,4,5,1,R15,R11,179,,,326411,MERRION STREET UPPER,CLARE STREET,
MERRION STRAND,6,5,1,17,30,0,,,332905,STRAND ROAD,,
MERRION STREET LOWER,2,5,1,R15,R11,79,R815,,326411,MERRION SQUARE SOUTH,FENIAN STREET,
MERRION STREET UPPER,4,5,1,R15,R11,199,,,326411,MERRION ROW,MERRION SQUARE NORTH,
MERRION VIEW AVENUE,6,5,2,17,30,108,,,332904,MERRION ROAD,,Ascaill Radharc Muirfean
MERRION VILLAGE,6,5,1,17,30,0,,,326410,MERRION ROAD,,
MERTON AVENUE,6,4,3,7,7,101,,,326319,DONORE AVENUE,MERTON PARK,Ascaill Mheirtean
MERTON AVENUE,6,4,1,7,7,47,,,326319,DONORE AVENUE,MERTON PARK,Ascaill Mheirtean
MERTON DRIVE,6,5,2,9,22,165,,,332901,SANDFORD ROAD,,Céide Mheirtean
MERTON DRIVE,5,5,2,9,22,463,,,332901,SANDFORD ROAD,,Céide Mheirtean
MERTON PARK,6,4,2,7,7,82,,,,MERTON AVENUE,PETRIE ROAD,Páirc Mheirtean
MERTON ROAD,6,5,1,9,22,185,,,332911,MILLTOWN AVENUE,,Bóthar Mheirtean
MERTON ROAD,6,5,2,9,22,135,,,332911,MILLTOWN AVENUE,,Bóthar Mheirtean
MERVILLE AVENUE,6,3,2,15,17,224,,,319812,FAIRVIEW,,Ascaill Meirbhil
MESPIL ROAD,2,5,1,R13,R24,459,R111,,326416,BAGGOT STREET UPPER,SUSSEX ROAD,Bóthar Meispil
MIDDLE THIRD,4,3,1,14,14,450,,,319805,KILLESTER AVENUE,THE DEMESNE,An Trian Méadchonach
MIDDLE THIRD,6,3,3,14,14,254,,,319805,KILLESTER AVENUE,THE DEMESNE,An Trian Méadchonach
MILITARY ROAD,5,5,2,3,16,117,,,,RATHMINES ROAD LOWER,,Bóthar na Míleata
MILITARY ROAD,4,4,1,1,1,523,,,,SAINT JOHN'S ROAD,,Bóthar na Míleata
MILL LANE,6,4,3,7,7,63,,,326314,NEWMARKET,MILL STREET,Lána an Mhuilinn
MILL STREET,4,4,2,7,7,225,,,,WARDS HILL,ARDEE STREET,Sráid an Mhuilinn
MILLBOURNE AVENUE,6,1,1,14,22,318,,,319806,DRUMCONDRA ROAD UPPER,MILLMOUNT AVENUE,Ascaill Sruith an Mhuilinn
MILLBROOK AVENUE,6,3,2,4,4,1031,,,,GRANGE ROAD,MILLBROOK ROAD,Ascaill Sruth an Mhuilinn
MILLBROOK DRIVE,6,3,2,4,4,96,,,,MILLBROOK AVENUE,TONLEGEE ROAD,Céide Sruth an Mhuilinn
MILLBROOK GROVE,6,3,1,4,4,202,,,313312,MILLBROOK ROAD,COUNTY BDY,Garrán Sruth an Mhuilinn
MILLBROOK ROAD,6,3,1,4,4,29,,,,TONLEGEE ROAD,COUNTY BDY,Bóthar Sruth an Mhuilinn
MILLBROOK ROAD,6,3,2,4,4,272,,,,TONLEGEE ROAD,COUNTY BDY,Bóthar Sruth an Mhuilinn
MILLBROOK TERRACE,7,4,2,1,1,27,,,,LADY'S LANE,,Ardán Sruth an Mhuilinn
MILLMOUNT AVENUE,5,1,2,14,22,168,,,319710,FERGUSON ROAD,DRUMCONDRA ROAD UPPER,Ascaill Chnoc an Mhuilinn
MILLMOUNT AVENUE,5,1,3,14,22,231,,,319710,FERGUSON ROAD,DRUMCONDRA ROAD UPPER,Ascaill Chnoc an Mhuilinn
MILLMOUNT PLACE,6,1,3,14,22,84,,,319811,MILLMOUNT AVENUE,,Plás Chnoc an Mhuilinn
MILLMOUNT TERRACE,6,1,3,14,22,53,,,319811,MILLMOUNT AVENUE,,Ardán Chnoc an Mhuilinn
MILLMOUNT VILLAS,6,1,3,14,22,49,,,319810,MILLMOUNT AVENUE,,Bailtíní Chnoc an Mhuilinn
MILLROSE ESTATE,6,4,2,6,14,225,,,326224,CANAL TERRACE,,Eastát Rós an Mhuilinn
MILLTOWN PATH,6,5,2,9,22,290,,,,PALMERSTON PARK,COWPER ROAD,Cosán Bhaile an Mhuilinn
MILLTOWN ROAD,2,5,1,R04,R15,990,R117,,,DARTRY ROAD,SANDFORD ROAD,Bóthar Bhaile an Mhuilinn
MILLTOWN ROAD,2,5,1,R04,R15,890,R820,,,DARTRY ROAD,SANDFORD ROAD,Bóthar Bhaile an Mhuilinn
MILLWOOD COURT,6,3,1,4,4,85,,,313312,WOODBINE ROAD,,Cúirt Choill an Mhuilinn
MILLWOOD PARK,6,3,2,4,4,207,,,313312,WOODBINE ROAD,,
MILLWOOD VILLAS,6,3,2,4,4,207,,,313312,TONLEGEE ROAD,WOODBINE ROAD,
MISERY HILL,4,5,4,23,15,155,,,,FORBES STREET,CARDIFF LANE,Cnoc an hAindéise
MOATFIELD AVENUE,6,3,2,10,10,395,,,313316,MOATFIELD ROAD,MOATFIELD ROAD,Ascaill Gort an Mhóta
MOATFIELD PARK,6,3,2,10,10,190,,,313316,MOATFIELD AVENUE,MOATFIELD AVENUE,Ascaill Gort an Mhóta
MOATFIELD ROAD,6,3,2,10,10,493,,,313316,MOATFIELD AVENUE,TONLEGEE ROAD,Bóthar Gort an Mhóta
MOATVIEW AVENUE,6,3,3,2,2,319,,,313205,BELCAMP AVENUE,CLONSHAUGH AVENUE,Ascaill Radharc an Mhóta
MOATVIEW AVENUE,4,3,3,2,2,444,,,313205,BELCAMP AVENUE,CLONSHAUGH AVENUE,Ascaill Radharc an Mhóta
MOATVIEW COURT,6,3,3,2,2,267,,,313205,CLONSHAUGH DRIVE,,Cúirt an Mhóta
MOATVIEW DRIVE,6,3,3,2,2,261,,,313205,CLONSHAUGH DRIVE,,Céide Radharc an Mhóta
MOATVIEW DRIVE,5,3,3,2,2,440,,,313205,CLONSHAUGH DRIVE,,Céide Radharc an Mhóta
MOATVIEW GARDENS,6,3,3,2,2,207,,,313205,MOATVIEW DRIVE,MOATVIEW DRIVE,Gairdíní Radharc an Mhóta
MOATVIEW GARDENS,5,3,3,2,2,240,,,313205,MOATVIEW DRIVE,MOATVIEW DRIVE,Gairdíní Radharc an Mhóta
MOBHI COURT,6,1,1,14,22,0,,,319710,,,
MOERAN ROAD,6,4,2,10,18,408,,,332710,CROMWELLSFORT ROAD,,Bóthar Uí Mhóráin
MOIRA ROAD,6,1,3,1,1,122,,,,O DEVANEY GARDENS,BEN EDAIR ROAD,Bóthar Maigh Ráth
MOLAND PLACE,6,1,2,14,14,79,,,,TALBOT STREET,FRENCHMANS LANE,Plás Mólainn
MOLESWORTH PLACE,7,5,2,17,9,70,,,,SCHOOLHOUSE LANE EAST,MOLESWORTH STREET,Plás Tighe Laighean
MOLESWORTH STREET,4,5,1,17,9,193,,,,KILDARE STREET,DAWSON STREET,Sráid Tighe Laighean
MOLYNEUX YARD,7,4,2,6,6,147,,,326314,THOMAS STREET,ENGINE ALLEY,
MONASTERBOICE ROAD,6,4,2,10,18,381,,,332802,CLONARD ROAD,,Bóthar Mainistir Buithe
MONCK PLACE,5,1,1,2,2,154,,,319719,PHIBSBOROUGH ROAD,GREAT WESTERN SQUARE,
MONTAGUE COURT,7,5,2,14,6,70,,,,CUFFE STREET,,Cúirt Mhic Thaidgh
MONTAGUE LANE,7,5,2,14,6,170,,,326315,MONTAGUE STREET,,Lána Mhic Thaigh
MONTAGUE PLACE,7,5,2,14,6,68,,,,MONTAGUE STREET,,Plás Mhic Thaidgh
MONTAGUE STREET,5,5,2,14,6,139,,,,CAMDEN STREET LOWER,HARCOURT STREET,Sráid Mhic Thaigh
MONTPELIER DRIVE,6,1,1,1,1,156,,,326303,MONTPELIER HILL,,Céide Montpelier
MONTPELIER GARDENS,6,1,2,1,1,123,,,326302,INFIRMARY ROAD,O'DEVANEY GARDENS,Gairdíní Montpelier
MONTPELIER HILL,5,1,3,1,1,264,,,326303,INFIRMARY ROAD,AUBURN WALK,Cnoc Montpelier
MONTPELIER PARK,6,1,1,1,1,376,,,326303,MONTPELIER GARDENS,,Páirc Montpelier
MONTROSE AVENUE,6,3,2,7,7,244,,,313218,SKELLYS LANE,,Ascaill Cnoc Rós
MONTROSE CLOSE,6,3,2,7,7,153,,,313218,MONTROSE PARK,,Clós Cnoc Rós
MONTROSE COURT,6,3,2,7,7,89,,,313218,MONTROSE AVENUE,MONTROSE GROVE,Cúirt Cnoc Rós
MONTROSE CRESCENT,6,3,2,7,7,264,,,313218,ARDMORE DRIVE,,Corrán Cnoc Rós
MONTROSE DRIVE,6,3,2,7,7,294,,,313218,ARDMORE DRIVE,,Céide Cnoc Rós
MONTROSE GROVE,6,3,2,7,7,243,,,313218,ARDMORE DRIVE,,Garrán Cnoc Rós
MONTROSE PARK,6,3,2,7,7,105,,,313218,MONTROSE AVENUE,,Páirc Cnoc Rós
MOORE LANE,7,1,4,12,12,207,,,,HENRY STREET,PARNELL STREET,Lána Uí Mhórdha
MOORE STREET,4,1,2,12,12,239,,,,PARNELL STREET,HENRY STREET,Sráid Uí Mhórdha
MOREHAMPTON LANE,6,5,2,13,26,285,,,,HERBERT PARK,,Lána Móramton
MOREHAMPTON ROAD,1,5,1,R06,R17,888,N011,,326422,WELLINGTON PLACE,DONNYBROOK ROAD,Bóthar Móramton
MOREHAMPTON TERRACE,6,5,3,13,26,187,,,332902,MOREHAMPTON ROAD,,Ardán Móramton
MORGAN PLACE,5,1,1,7,7,48,,,,INNS QUAY,,Plás Uí Mhuireagáin
MORNING STAR AVENUE,5,1,1,2,2,182,,,,NORTH BRUNSWICK STREET,,Ascaill Réalta na Maidne
MORNING STAR ROAD,6,4,2,2,2,92,,,,ROSARY ROAD,LOURDES ROAD,Bóthar Réalta na Maidne
MORNINGTON GROVE,6,3,1,9,9,127,,,313224,MALAHIDE ROAD,,
MORNINGTON ROAD,7,5,2,9,22,40,,,332901,ASHFIELD ROAD,RANELAGH,Bóthar Baile Uí Mhornáin
MORNINGTON ROAD,6,5,3,9,22,236,,,332901,ASHFIELD ROAD,RANELAGH,Bóthar Baile Uí Mhornáin
MORROGH TERRACE,6,3,2,15,17,50,,,,CROYDON GROUNDS,PHILIPSBOROUGH AVENUE,
MOSS STREET,2,5,1,16,8,169,R802,,,TOWNSEND STREET,CITY QUAY,Sráid Moss
MOUNT ARGUS AVENUE,6,4,1,11,19,165,,1994,332803,MOUNT ARGUS VIEW,MOUNT ARGUS CRESCENT,
MOUNT ARGUS CLOSE,6,4,1,11,19,60,,1994,332808,MOUNT ARGUS VIEW,,
MOUNT ARGUS COURT,6,4,1,11,19,72,,1994,332808,MOUNT ARGUS VIEW,,
MOUNT ARGUS CRESCENT,6,4,1,11,19,161,,1994,332803,MOUNT ARGUS GROVE,,
MOUNT ARGUS GREEN,6,4,1,11,19,64,,1994,332803,MOUNT ARGUS CRESCENT,,
MOUNT ARGUS GROVE,6,4,1,11,19,217,,,332803,MOUNT ARGUS ROAD,,Garrán Sliabh Argus
MOUNT ARGUS PARK,6,4,1,11,19,88,,1994,332803,MOUNT ARGUS AVENUE,,
MOUNT ARGUS ROAD,6,4,3,11,19,483,,,,HAROLD'S CROSS ROAD,,Bóthar Sliabh Argus
MOUNT ARGUS TERRACE,6,4,1,11,19,46,,1994,332803,MOUNT ARGUS CRESCENT,,
MOUNT ARGUS VIEW,6,4,1,11,19,218,,1994,332803,KIMMAGE ROAD LOWER,,
MOUNT ARGUS WAY,6,4,1,11,19,85,,1994,332808,MOUNT ARGUS AVENUE,,
MOUNT BROWN,2,4,1,R02,R02,252,R810,,,OLD KILMAINHAIM,JAMES STREET,Cnocán Bhrúin
MOUNT DILLON COURT,6,3,1,9,9,144,,,313225,MALAHIDE ROAD ROUNDABOUT,,
MOUNT DRUMMOND AVENUE,6,5,2,3,16,411,,,326324,HAROLD'S CROSS ROAD,PORTOBELLO BOUNDARY,Ascaill áird Uí Dhroma
MOUNT DRUMMOND COURT,6,5,2,3,16,40,,,,HAROLD'S CROSS ROAD,,Cúirt áird Uí Dhroma
MOUNT DRUMMOND SQUARE,6,5,2,3,16,357,,,,MOUNT DRUMMOND AVENUE,,Cearnóg árd Uí Dhroma
MOUNT EDEN ROAD,6,5,3,11,24,293,,,332902,MOREHAMPTON ROAD,BELMONT AVENUE,Bóthar Cnocán éadan
MOUNT OLIVE GROVE,6,3,2,11,11,224,,,313313,MOUNT OLIVE ROAD,,Garrán Cnoc Oloige
MOUNT OLIVE PARK,6,3,2,11,11,201,,,313313,MOUNT OLIVE ROAD,,Páirc Cnoc Oloige
MOUNT OLIVE ROAD,6,3,2,11,11,554,,,313313,SWANS NEST ROAD,SWANS NEST AVENUE,Bóthar Cnoc Oloige
MOUNT PROSPECT AVENUE,3,3,2,16,16,1219,,,319911,VERNON AVENUE,CLONTARF ROAD,Ascaill árd na Teamhrach
MOUNT PROSPECT AVENUE,3,3,1,16,16,660,,,319911,VERNON AVENUE,CLONTARF ROAD,Ascaill árd na Teamhrach
MOUNT PROSPECT DRIVE,6,3,2,16,16,438,,,319906,MOUNT PROSPECT PARK,MOUNT PROSPECT AVENUE,Céide árd na Teamhrach
MOUNT PROSPECT GROVE,6,3,2,16,16,333,,,,MOUNT PROSPECT DRIVE,MOUNT PROSPECT DRIVE,Garrán árd na Teamhrach
MOUNT PROSPECT LAWNS,6,3,1,16,16,271,,1990,319911,MOUNT PROSPECT AVENUE,,
MOUNT PROSPECT PARK,6,3,2,16,16,299,,,319906,MOUNT PROSPECT AVENUE,,Páirc árd na Teamhrach
MOUNT STREET CRESCENT,4,5,1,22,14,213,,,326412,HERBERT PLACE,HERBERT STREET,Corrán Sráid an Mhóta
MOUNT STREET LOWER,2,5,1,R13,R09,448,R118,,326412,MERRION SQUARE EAST,WASSINGTON PLACE,Sráid an Mhóta íocht
MOUNT STREET UPPER,4,5,1,22,14,269,,,326412,HERBERT STREET,FITZWILLIAM STREET LOWER,
MOUNT TALLANT AVENUE,4,4,1,12,20,344,,,,HAROLD'S CROSS ROAD,DERRAVARRAH ROAD,Ascaill áird Talant
MOUNT TALLANT AVENUE,4,4,2,12,20,384,,,,HAROLD'S CROSS ROAD,DERRAVARRAH ROAD,Ascaill áird Talant
MOUNT TEMPLE ROAD,6,1,3,1,1,194,,,326303,MANOR PLACE,NOISEMAN PLACE,Bóthar árd Teampaill
MOUNTAIN VIEW AVENUE,7,4,2,9,22,140,,,332804,HAROLD'S CROSS ROAD,,Ascaill Radharc an Cnocán
MOUNTAIN VIEW ROAD,3,5,3,9,22,301,,,332901,BEECHWOOD ROAD,ALBANY ROAD,
RUTLAND COURT,6,1,2,14,14,0,,,319821,BUCKINGHAM STREET,RUTLAND STREET LOWER,
MOUNTJOY LANE,7,1,2,6,6,42,,,,MOUNTJOY STREET MIDDLE,,
MOUNTJOY PARADE,6,1,2,8,8,63,,,,RICHMOND LANE,MOUNTJOY SQUARE,Paráid Mhoinseó
MOUNTJOY PLACE,5,1,3,9,9,89,,,,HUTTON PLACE,MOUNTJOY SQUARE,Plás Mhoinseó
MOUNTJOY SQUARE EAST,4,1,1,9,9,137,,,,CHARLES STREET,FITZGIBBON STREET,
MOUNTJOY SQUARE NORTH,3,1,1,9,9,145,,,,MOUNTJOY SQUARE WEST,MOUNTJOY SQUARE EAST,
MOUNTJOY SQUARE SOUTH,4,1,1,9,9,146,,,,GARDINER STREET,MOUNTJOY SQUARE EAST,
MOUNTJOY SQUARE WEST,2,1,1,9,9,174,R802,,,GARDINER STREET UPPER,GARDINER STREET MIDDLE,
MOUNTJOY STREET,4,1,3,6,6,371,,,319725,BLESSINGTON STREET,DOMINICK STREET UPPER,Sráid Mhoinseó
MOUNTJOY STREET MIDDLE,6,1,3,6,6,131,,,,MOUNTJOY STREET,DOMINIC STREET UPPER,
MOUNTPLEASANT AVENUE LOWER,4,5,1,7,20,321,,,326325,RICHMOND HILL,CANAL ROAD,
MOUNTPLEASANT AVENUE UPPER,4,5,1,7,20,433,,,326325,CHARLESTON ROAD,RICHMOND HILL,
OLD MOUNT PLEASANT,6,5,3,7,20,88,,,,MOUNTPLEASANT PLACE,RANELAGH ROAD,
MOUNTPLEASANT PARADE,6,5,3,7,20,55,,,,MOUNTPLEASANT TERRACE,,Paráid Cnocán Aoibhinn
MOUNTPLEASANT PLACE,6,5,3,7,20,184,,,,RANELAGH ROAD,RUGBY VILLAS,Plás Cnocán Aoibhinn
MOUNTPLEASANT PLACE,4,5,3,7,20,120,,,,RANELAGH ROAD,RUGBY VILLAS,Plás Cnocán Aoibhinn
MOUNTPLEASANT SQUARE,6,5,3,7,20,511,,,326325,RANELAGH ROAD,MOUNTPLEASANT AVENUE,Cearnóg Cnocán Aoibhinn
MOUNTPLEASANT TERRACE,6,5,2,7,20,226,,,326325,BANNAVILLE,RANELAGH ROAD,Ardán Cnocán Aoibhinn
MOUNTPLEASANT VILLAS,6,5,2,7,20,35,,,326421,MOUNTPLEASANT PLACE,,Bailtíní Cnocán Aoibhinn
MOUNTSHANNON ROAD,6,4,3,3,3,213,,,326312,SOUTH CIRCULAR ROAD,,Bóthar árd na Sionna
MOURNE ROAD,6,4,2,8,16,222,,,326221,DOLPHIN ROAD,,Bóthar Maighdhorna
MOURNE ROAD,3,4,2,8,16,1579,,,326221,DOLPHIN ROAD,,Bóthar Maighdhorna
MOURNE ROAD,3,4,1,8,16,441,,,326221,DOLPHIN ROAD,,Bóthar Maighdhorna
MOYCULLEN ROAD,6,4,2,2,10,169,,,326211,SPIDDAL ROAD,CLADDAGH ROAD,Bóthar Mhaigh Cuilinn
MOY ELTA ROAD,6,1,3,16,16,109,,,319822,WEST ROAD,FAIRFIELD ROAD,
MOYLE ROAD,6,1,2,11,19,475,,1975,319707,BOYNE ROAD,LEE ROAD,Bóthar Sruth na Maoile
MOYNE ROAD,5,5,3,9,22,437,,,332901,DUNVILLE AVENUE,,Bóthar Maighean
MUCKROSS PARADE,6,1,2,4,4,71,,,319720,DERRYNANE PARADE,KILLARNEY PARADE,Paráid Mucros
MULLINAHACK,4,4,2,5,5,43,,,,SAINT AUGUSTINE STREET,JOHN STREET WEST,Muileann an Chac
MULROY ROAD,6,1,2,11,19,198,,,319713,DUNMANUS ROAD,CARNLOUGH ROAD,Bóthar an Mhoal Ruaidh
MUNSTER STREET,6,1,3,12,20,190,,,319719,PHIBSBOROUGH ROAD,ULSTER STREET,Sráid Na Mumhan
MURPHY'S LANE,7,1,2,4,4,52,,,,144 PHIBSBOROUGH,ACME GLASS CO.,
MURRAY COTTAGES,7,4,3,5,13,59,,,326215,SARSFIELD ROAD,,
MURTAGH ROAD,6,1,3,1,1,147,,,326303,HALLIDAY ROAD,MANOR PLACE,Bóthar ó Muirchearthaigh
MUSKERRY ROAD,6,4,2,4,12,482,,,,GARRYOWEN ROAD,THOMOND ROAD,
MYRA CLOSE,6,4,1,,,0,,1996,326311,EMMET ROAD,,Clós Myra
MYRTLE STREET,6,1,3,5,5,79,,,,PRIMROSE STREET,,Sráid na Miorthaile
NAAS ROAD,2,4,1,R02,R11,312,R839,,,DAVITT ROAD,COUNTY BOUNDARY,Bóthar Nás an Rí
NAAS ROAD,2,4,1,R02,R11,1276,R839,,,DAVITT ROAD,COUNTY BOUNDARY,Bóthar Nás an Rí
OLD NAAS ROAD,4,4,1,6,14,966,,,326323,NAAS ROAD,NAAS ROAD,
NANIKIN AVENUE,6,3,2,16,16,145,,,319902,MARYVILLE ROAD,BALLYHOY AVENUE,Acaill Nainicín
NASH STREET,6,4,3,5,13,147,,,326219,O'DONOGHUE STREET,PARTRIDGE TERRACE,Sráid Nais
NASSAU STREET,1,5,1,R13,R09,330,N011,,326406,GRAFTON STREET,LEINSTER STREET,Sráid Thobhar Phádraig
NAVAN ROAD,1,1,2,R05,R05,52,N003,,319711,OLD CADRA ROAD,COUNTY BORO BDY,Bóthar na hUaimhe
NAVAN ROAD,1,1,1,R05,R05,2551,N003,,319711,OLD CADRA ROAD,COUNTY BORO BDY,Bóthar na hUaimhe
NEAGH ROAD,6,4,2,12,25,417,,,,DERRAVARAGH ROAD,MELVIN ROAD,Bothár Neachach
NELSON STREET,4,1,1,5,5,158,,,,BERKELEY STREET,ECCLES STREET,Sráid Nelson
NEPHIN ROAD,4,1,1,10,18,421,,,319711,BLACKHORSE AVENUE,RATHOATH ROAD,Bóthar Néifinn
NEPHIN ROAD,4,1,2,10,18,372,,,319711,BLACKHORSE AVENUE,RATHOATH ROAD,Bóthar Néifinn
NERNEY'S COURT,7,1,1,10,10,207,,,319725,GARDINER PLACE,TEMPLE STREET,
NEVILLE ROAD,6,5,3,5,18,229,,,,HIGHFIELD ROAD,VERNON GROVE,Bóthar ó Niadh
NEWGROVE ESTATE,6,3,1,5,5,680,,,,GRANGE ROAD (BALDOYLE),,Eastát Nua Garrán
NEW IRELAND ROAD,6,4,2,3,3,627,,,326317,SOUTH CIRCULAR ROAD,,Bóthar Nua Eireinn
NEW ROAD,6,4,3,5,13,48,,,,RAILWAY AVENUE,NASH STREET,An Bothar Nua
NEW ROW,6,4,3,3,11,76,,,,MAIDEN'S ROW,,Rae Nua
NEW ROW SOUTH,4,4,2,7,7,238,,,,SEAN STREET,WARD'S HILL,
NEW ROW SQUARE,6,4,2,7,7,22,,,,NEW ROW,,Cearnóg an Readh Nua
NEW STREET GARDENS,6,5,4,,,0,,1995,,NEW STREET SOUTH,,Gairdíní na Sráide Nua
NEW STREET NORTH,6,1,2,7,7,58,,,,BEREFORD STREET,CHURCH STREET,
NEW STREET NORTH,6,1,1,7,7,8,,,,BEREFORD STREET,CHURCH STREET,
NEW STREET SOUTH,1.5,4,1,R06,R06,322,N081,,326314,DEAN STREET,LONG LANE,
NEWBRIDGE AVENUE,4,5,2,17,30,300,,,326418,TRITONVILLE ROAD,HERBERT ROAD,Ascaill An droichid Nua
NEWBRIDGE DRIVE,6,5,2,17,30,75,,,,NEWBRIDGE AVENUE,,Ceíde an Droichid Nua
NEWBRIDGE MEWS,6,5,2,17,30,170,,,326413,NEWBRIDGE AVENUE,,Eachlann an Droichid Nua
NEWBROOK AVENUE,6,3,2,5,5,685,,,313309,NEWBROOK ROAD,,Ascaill an tSrutháin Nua
NEWBROOK ROAD,6,3,2,5,5,685,,,313308,GRANGE ROAD,DONAGHMEDE ROAD,Bóthar an tSrutháin Nua
NEWBROOK ROAD,5,3,2,5,5,210,,,313308,GRANGE ROAD,DONAGHMEDE ROAD,Bóthar an tSrutháin Nua
NEWBROOK ROAD,4,3,1,5,5,170,,,313308,GRANGE ROAD,DONAGHMEDE ROAD,Bóthar an tSrutháin Nua
NEWBURY AVENUE,6,3,1,3,3,448,,,313204,NEWBURY ESTATE,,Ascaill Newbury
NEWBURY DRIVE,6,3,1,3,3,100,,,313204,NEWBURY AVENUE,,Céide Newbury
NEWBURY ESTATE ROAD,6,3,1,3,3,59,,,313204,CLONSHAUGH AVENUE,NEWBURY AVENUE,
NEWBURY GROVE,6,3,1,3,3,129,,,313204,NEWBURY AVENUE,,Garrán Newbury
NEWBURY LAWNS,6,3,1,3,3,71,,,313204,NEWBURY AVENUE,,Plásóg Newbury
NEWBURY PARK,6,3,1,3,3,131,,,313204,NEWBURY AVENUE,,
NEWBURY PARK,6,3,2,3,3,109,,,313204,NEWBURY AVENUE,,
NEWCOMEN AVENUE,6,1,3,13,13,102,,,319822,NORTH STRAND ROAD,,Ascaill Niúcomain
NEWCOMEN COURT,6,1,3,13,13,233,,,319822,NORTH STRAND ROAD,,Cuírt Niúcomain
NEWGRANGE ROAD,6,1,2,12,20,341,,,319718,DOWTH AVENUE,CADRA ROAD,Bóthar Caiseal Donghusa
NEWGROVE AVENUE,4,5,2,17,30,280,,,326419,STRAND ROAD,SANDYMOUNT GREEN,Ascaill Garrán Nua
NEWMARKET,4,4,3,7,7,226,,,,ARDEE STREET,WARD'S HILL,An Margadh Nua
NEWMARKET STREET,6,4,1,7,7,180,,,,NEWMARKET,THE COOMBE,Sráid an Mhargaidh
NEWPORT STREET,4,4,3,2,2,118,,,,ROBERT STREET,LONG'S PLACE,Sráid an Phoirt Nua
NEWTOWN COTTAGES,6,3,3,3,3,180,,,313311,MALAHIDE ROAD,,Iostáin an Bhaile Nua
NEWTOWN DRIVE,6,3,3,3,3,190,,,313306,AYREFIELD DRIVE,AYREFIELD ROAD,Céide an Bhaile Nua
